source,target,weight
Salada Colorida,Croquete de Carne,1
Salada Colorida,Moqueca de Banana-da-Terra,2
Salada Colorida,Isca de Peixe,1
Salada Colorida,Peixe à Delícia,1
Salada Colorida,Cuscuz Marroquino com Legumes,3
Salada Colorida,Caldo Verde,1
Salada Colorida,Salpicão de Frango,2
Salada Colorida,Falsa Bacalhoada,2
Salada Colorida,Bolo de Fubá com Compota de Goiaba,1
Salada Colorida,Ratatouille no Forno,3
Salada Colorida,Filé de Peixe ao Forno,1
Bolo de Cenoura com Cobertura de Brigadeiro,Risoto de Cogumelos (vegetariano),1
Bolo de Cenoura com Cobertura de Brigadeiro,Couve-Flor Gratinada,2
Bolo de Cenoura com Cobertura de Brigadeiro,Carne de Panela,1
Bolo de Cenoura com Cobertura de Brigadeiro,Sanduíche de Rabada,1
Bolo de Cenoura com Cobertura de Brigadeiro,Bolo de Chocolate Molhado,3
Bolo de Cenoura com Cobertura de Brigadeiro,Quindim Fácil,1
Bolo de Cenoura com Cobertura de Brigadeiro,Empadão de Frango,2
Bolo de Cenoura com Cobertura de Brigadeiro,Sopa de Capeletti,1
Bolo de Cenoura com Cobertura de Brigadeiro,Farofa de Banana-da-Terra,2
Bolo de Cenoura com Cobertura de Brigadeiro,Croquete de Carne,3
Bolo de Cenoura com Cobertura de Brigadeiro,Pudim de Leite Condensado Nestlé,3
Bolo de Cenoura com Cobertura de Brigadeiro,Canja de Galinha Nutritiva,1
Bolo de Cenoura com Cobertura de Brigadeiro,Peixe à Delícia,1
Bolo de Cenoura com Cobertura de Brigadeiro,Cuscuz Marroquino com Legumes,1
Bolo de Cenoura com Cobertura de Brigadeiro,Manjar de Coco com Calda de Ameixa,2
Bolo de Cenoura com Cobertura de Brigadeiro,Carne Moída Simples,1
Bolo de Cenoura com Cobertura de Brigadeiro,Gratinado de Frango,1
Bolo de Cenoura com Cobertura de Brigadeiro,Bolo de Fubá com Compota de Goiaba,6
Bolo de Cenoura com Cobertura de Brigadeiro,Ratatouille no Forno,1
Bolo de Cenoura com Cobertura de Brigadeiro,Brigadeirão Cremoso,5
Carne de Panela,Enroladinho de Salsicha Fácil,1
Carne de Panela,Risoto de Cogumelos (vegetariano),1
Carne de Panela,Sanduíche de Rabada,4
Carne de Panela,Frango com Quiabo,2
Carne de Panela,Costela na Panela de Pressão,1
Carne de Panela,Farofa de Banana-da-Terra,3
Carne de Panela,Croquete de Carne,3
Carne de Panela,Moqueca de Banana-da-Terra,2
Carne de Panela,Sopa de Feijão com Macarrão,1
Carne de Panela,Canja de Galinha Nutritiva,1
Carne de Panela,Isca de Peixe,2
Carne de Panela,Peixe à Delícia,2
Carne de Panela,Cuscuz Marroquino com Legumes,1
Carne de Panela,Caldo Verde,1
Carne de Panela,Manjar de Coco com Calda de Ameixa,1
Carne de Panela,Carne Moída Simples,2
Carne de Panela,Salpicão de Frango,1
Carne de Panela,Gratinado de Frango,1
Carne de Panela,Falsa Bacalhoada,2
Carne de Panela,Bolo de Fubá com Compota de Goiaba,3
Carne de Panela,Ratatouille no Forno,1
Carne de Panela,Filé de Peixe ao Forno,1
Sanduíche de Rabada,Enroladinho de Salsicha Fácil,1
Sanduíche de Rabada,Risoto de Cogumelos (vegetariano),1
Sanduíche de Rabada,Empadão de Frango,1
Sanduíche de Rabada,Frango com Quiabo,2
Sanduíche de Rabada,Costela na Panela de Pressão,1
Sanduíche de Rabada,Farofa de Banana-da-Terra,3
Sanduíche de Rabada,Croquete de Carne,3
Sanduíche de Rabada,Moqueca de Banana-da-Terra,2
Sanduíche de Rabada,Sopa de Feijão com Macarrão,1
Sanduíche de Rabada,Canja de Galinha Nutritiva,2
Sanduíche de Rabada,Isca de Peixe,3
Sanduíche de Rabada,Peixe à Delícia,2
Sanduíche de Rabada,Cuscuz Marroquino com Legumes,1
Sanduíche de Rabada,Caldo Verde,1
Sanduíche de Rabada,Manjar de Coco com Calda de Ameixa,1
Sanduíche de Rabada,Carne Moída Simples,2
Sanduíche de Rabada,Salpicão de Frango,1
Sanduíche de Rabada,Gratinado de Frango,1
Sanduíche de Rabada,Falsa Bacalhoada,2
Sanduíche de Rabada,Bolo de Fubá com Compota de Goiaba,3
Sanduíche de Rabada,Ratatouille no Forno,1
Sanduíche de Rabada,Filé de Peixe ao Forno,1
Empadão de Frango,Risoto de Cogumelos (vegetariano),1
Empadão de Frango,Strogonoff de Carne,1
Empadão de Frango,Couve-Flor Gratinada,3
Empadão de Frango,Bolo de Chocolate Molhado,1
Empadão de Frango,Frango com Quiabo,1
Empadão de Frango,Sopa de Capeletti,1
Empadão de Frango,Farofa de Banana-da-Terra,1
Empadão de Frango,Croquete de Carne,3
Empadão de Frango,Moqueca de Banana-da-Terra,1
Empadão de Frango,Canja de Galinha Nutritiva,2
Empadão de Frango,Peixe à Delícia,1
Empadão de Frango,Manjar de Coco com Calda de Ameixa,1
Empadão de Frango,Gratinado de Frango,4
Empadão de Frango,Bolo de Fubá com Compota de Goiaba,3
Empadão de Frango,Ratatouille no Forno,1
Empadão de Frango,Filé de Peixe ao Forno,1
Empadão de Frango,Brigadeirão Cremoso,1
Frango com Quiabo,Costela na Panela de Pressão,1
Frango com Quiabo,Farofa de Banana-da-Terra,2
Frango com Quiabo,Croquete de Carne,2
Frango com Quiabo,Moqueca de Banana-da-Terra,5
Frango com Quiabo,Canja de Galinha Nutritiva,1
Frango com Quiabo,Isca de Peixe,2
Frango com Quiabo,Peixe à Delícia,1
Frango com Quiabo,Cuscuz Marroquino com Legumes,4
Frango com Quiabo,Caldo Verde,2
Frango com Quiabo,Carne Moída Simples,1
Frango com Quiabo,Salpicão de Frango,2
Frango com Quiabo,Falsa Bacalhoada,5
Frango com Quiabo,Bolo de Fubá com Compota de Goiaba,1
Frango com Quiabo,Ratatouille no Forno,4
Frango com Quiabo,Filé de Peixe ao Forno,5
Costela na Panela de Pressão,Farofa de Banana-da-Terra,1
Costela na Panela de Pressão,Croquete de Carne,1
Costela na Panela de Pressão,Moqueca de Banana-da-Terra,2
Costela na Panela de Pressão,Isca de Peixe,1
Costela na Panela de Pressão,Peixe à Delícia,1
Costela na Panela de Pressão,Cuscuz Marroquino com Legumes,1
Costela na Panela de Pressão,Salpicão de Frango,1
Costela na Panela de Pressão,Falsa Bacalhoada,1
Costela na Panela de Pressão,Bolo de Fubá com Compota de Goiaba,1
Costela na Panela de Pressão,Ratatouille no Forno,1
Farofa de Banana-da-Terra,Risoto de Cogumelos (vegetariano),1
Farofa de Banana-da-Terra,Couve-Flor Gratinada,1
Farofa de Banana-da-Terra,Bolo de Chocolate Molhado,1
Farofa de Banana-da-Terra,Croquete de Carne,3
Farofa de Banana-da-Terra,Moqueca de Banana-da-Terra,2
Farofa de Banana-da-Terra,Canja de Galinha Nutritiva,1
Farofa de Banana-da-Terra,Isca de Peixe,2
Farofa de Banana-da-Terra,Peixe à Delícia,2
Farofa de Banana-da-Terra,Cuscuz Marroquino com Legumes,1
Farofa de Banana-da-Terra,Carne Moída Simples,1
Farofa de Banana-da-Terra,Salpicão de Frango,1
Farofa de Banana-da-Terra,Falsa Bacalhoada,2
Farofa de Banana-da-Terra,Bolo de Fubá com Compota de Goiaba,3
Farofa de Banana-da-Terra,Ratatouille no Forno,1
Farofa de Banana-da-Terra,Filé de Peixe ao Forno,1
Farofa de Banana-da-Terra,Brigadeirão Cremoso,1
Croquete de Carne,Couve-Flor Gratinada,2
Croquete de Carne,Bolo de Chocolate Molhado,1
Croquete de Carne,Pudim de Leite Condensado Nestlé,1
Croquete de Carne,Moqueca de Banana-da-Terra,1
Croquete de Carne,Canja de Galinha Nutritiva,1
Croquete de Carne,Isca de Peixe,2
Croquete de Carne,Peixe à Delícia,3
Croquete de Carne,Cuscuz Marroquino com Legumes,1
Croquete de Carne,Manjar de Coco com Calda de Ameixa,1
Croquete de Carne,Carne Moída Simples,1
Croquete de Carne,Salpicão de Frango,1
Croquete de Carne,Gratinado de Frango,1
Croquete de Carne,Falsa Bacalhoada,2
Croquete de Carne,Bolo de Fubá com Compota de Goiaba,5
Croquete de Carne,Ratatouille no Forno,1
Croquete de Carne,Filé de Peixe ao Forno,2
Croquete de Carne,Brigadeirão Cremoso,1
Moqueca de Banana-da-Terra,Enroladinho de Salsicha Fácil,1
Moqueca de Banana-da-Terra,Risoto de Cogumelos (vegetariano),1
Moqueca de Banana-da-Terra,Quindim Fácil,1
Moqueca de Banana-da-Terra,Moqueca de Peixe,3
Moqueca de Banana-da-Terra,Sopa de Feijão com Macarrão,1
Moqueca de Banana-da-Terra,Canja de Galinha Nutritiva,1
Moqueca de Banana-da-Terra,Isca de Peixe,1
Moqueca de Banana-da-Terra,Peixe à Delícia,1
Moqueca de Banana-da-Terra,Cuscuz Marroquino com Legumes,3
Moqueca de Banana-da-Terra,Caldo Verde,2
Moqueca de Banana-da-Terra,Manjar de Coco com Calda de Ameixa,2
Moqueca de Banana-da-Terra,Carne Moída Simples,3
Moqueca de Banana-da-Terra,Salpicão de Frango,4
Moqueca de Banana-da-Terra,Gratinado de Frango,1
Moqueca de Banana-da-Terra,Falsa Bacalhoada,6
Moqueca de Banana-da-Terra,Bolo de Fubá com Compota de Goiaba,2
Moqueca de Banana-da-Terra,Ratatouille no Forno,4
Moqueca de Banana-da-Terra,Filé de Peixe ao Forno,5
Isca de Peixe,Moqueca de Peixe,1
Isca de Peixe,Peixe à Delícia,1
Isca de Peixe,Cuscuz Marroquino com Legumes,1
Isca de Peixe,Salpicão de Frango,1
Isca de Peixe,Falsa Bacalhoada,3
Isca de Peixe,Bolo de Fubá com Compota de Goiaba,1
Isca de Peixe,Ratatouille no Forno,1
Isca de Peixe,Filé de Peixe ao Forno,1
Peixe à Delícia,Risoto de Cogumelos (vegetariano),1
Peixe à Delícia,Strogonoff de Carne,1
Peixe à Delícia,Couve-Flor Gratinada,1
Peixe à Delícia,Bolo de Chocolate Molhado,1
Peixe à Delícia,Pudim de Leite Condensado Nestlé,1
Peixe à Delícia,Canja de Galinha Nutritiva,1
Peixe à Delícia,Cuscuz Marroquino com Legumes,1
Peixe à Delícia,Manjar de Coco com Calda de Ameixa,1
Peixe à Delícia,Carne Moída Simples,1
Peixe à Delícia,Salpicão de Frango,1
Peixe à Delícia,Gratinado de Frango,2
Peixe à Delícia,Falsa Bacalhoada,1
Peixe à Delícia,Bolo de Fubá com Compota de Goiaba,2
Peixe à Delícia,Ratatouille no Forno,1
Peixe à Delícia,Filé de Peixe ao Forno,1
Cuscuz Marroquino com Legumes,Mousse de Chocolate Vegano,1
Cuscuz Marroquino com Legumes,Sopa de Capeletti,2
Cuscuz Marroquino com Legumes,Caldo Verde,2
Cuscuz Marroquino com Legumes,Carne Moída Simples,1
Cuscuz Marroquino com Legumes,Salpicão de Frango,2
Cuscuz Marroquino com Legumes,Falsa Bacalhoada,3
Cuscuz Marroquino com Legumes,Bolo de Fubá com Compota de Goiaba,1
Cuscuz Marroquino com Legumes,Ratatouille no Forno,3
Cuscuz Marroquino com Legumes,Filé de Peixe ao Forno,2
Caldo Verde,Carne Moída Simples,1
Caldo Verde,Salpicão de Frango,1
Caldo Verde,Falsa Bacalhoada,2
Caldo Verde,Ratatouille no Forno,1
Caldo Verde,Filé de Peixe ao Forno,2
Salpicão de Frango,Pão de Alho Caseiro,2
Salpicão de Frango,Canja de Galinha Nutritiva,1
Salpicão de Frango,Falsa Bacalhoada,4
Salpicão de Frango,Bolo de Fubá com Compota de Goiaba,1
Salpicão de Frango,Ratatouille no Forno,2
Salpicão de Frango,Filé de Peixe ao Forno,1
Gratinado de Frango,Enroladinho de Salsicha Fácil,1
Gratinado de Frango,Risoto de Cogumelos (vegetariano),2
Gratinado de Frango,Strogonoff de Carne,1
Gratinado de Frango,Bolo de Chocolate Molhado,1
Gratinado de Frango,Sopa de Capeletti,1
Gratinado de Frango,Pudim de Leite Condensado Nestlé,1
Gratinado de Frango,Sopa de Feijão com Macarrão,1
Gratinado de Frango,Canja de Galinha Nutritiva,1
Gratinado de Frango,Manjar de Coco com Calda de Ameixa,2
Gratinado de Frango,Carne Moída Simples,1
Gratinado de Frango,Bolo de Fubá com Compota de Goiaba,2
Falsa Bacalhoada,Moqueca de Peixe,1
Falsa Bacalhoada,Canja de Galinha Nutritiva,1
Falsa Bacalhoada,Carne Moída Simples,1
Falsa Bacalhoada,Bolo de Fubá com Compota de Goiaba,1
Falsa Bacalhoada,Ratatouille no Forno,3
Falsa Bacalhoada,Filé de Peixe ao Forno,4
Bolo de Fubá com Compota de Goiaba,Enroladinho de Salsicha Fácil,1
Bolo de Fubá com Compota de Goiaba,Risoto de Cogumelos (vegetariano),2
Bolo de Fubá com Compota de Goiaba,Couve-Flor Gratinada,2
Bolo de Fubá com Compota de Goiaba,Bolo de Chocolate Molhado,3
Bolo de Fubá com Compota de Goiaba,Quindim Fácil,1
Bolo de Fubá com Compota de Goiaba,Pudim de Leite Condensado Nestlé,2
Bolo de Fubá com Compota de Goiaba,Sopa de Feijão com Macarrão,1
Bolo de Fubá com Compota de Goiaba,Canja de Galinha Nutritiva,1
Bolo de Fubá com Compota de Goiaba,Manjar de Coco com Calda de Ameixa,3
Bolo de Fubá com Compota de Goiaba,Carne Moída Simples,2
Bolo de Fubá com Compota de Goiaba,Ratatouille no Forno,1
Bolo de Fubá com Compota de Goiaba,Brigadeirão Cremoso,3
Ratatouille no Forno,Sopa de Capeletti,1
Ratatouille no Forno,Canja de Galinha Nutritiva,1
Ratatouille no Forno,Filé de Peixe ao Forno,3
Filé de Peixe ao Forno,Moqueca de Peixe,1
Filé de Peixe ao Forno,Canja de Galinha Nutritiva,1
Filé de Peixe ao Forno,Carne Moída Simples,2
Quindim Fácil,Bolo de Chocolate Molhado,1
Quindim Fácil,Moqueca de Peixe,1
Quindim Fácil,Pudim de Leite Condensado Nestlé,1
Quindim Fácil,Manjar de Coco com Calda de Ameixa,2
Quindim Fácil,Brigadeirão Cremoso,1
Moqueca de Peixe,Manjar de Coco com Calda de Ameixa,1
Moqueca de Peixe,Carne Moída Simples,1
Canja de Galinha Nutritiva,Sopa de Capeletti,2
Canja de Galinha Nutritiva,Pão de Alho Caseiro,1
Canja de Galinha Nutritiva,Carne Moída Simples,2
Manjar de Coco com Calda de Ameixa,Enroladinho de Salsicha Fácil,1
Manjar de Coco com Calda de Ameixa,Risoto de Cogumelos (vegetariano),2
Manjar de Coco com Calda de Ameixa,Strogonoff de Carne,1
Manjar de Coco com Calda de Ameixa,Bolo de Chocolate Molhado,2
Manjar de Coco com Calda de Ameixa,Pudim de Leite Condensado Nestlé,3
Manjar de Coco com Calda de Ameixa,Sopa de Feijão com Macarrão,1
Manjar de Coco com Calda de Ameixa,Carne Moída Simples,1
Manjar de Coco com Calda de Ameixa,Brigadeirão Cremoso,2
Carne Moída Simples,Enroladinho de Salsicha Fácil,1
Carne Moída Simples,Risoto de Cogumelos (vegetariano),1
Carne Moída Simples,Sopa de Feijão com Macarrão,1
Carne Moída Simples,Pão de Alho Caseiro,1
Pão de Alho Caseiro,Strogonoff de Carne,1
Strogonoff de Carne,Risoto de Cogumelos (vegetariano),1
Strogonoff de Carne,Bolo de Chocolate Molhado,1
Strogonoff de Carne,Pudim de Leite Condensado Nestlé,1
Strogonoff de Carne,Sopa de Feijão com Macarrão,1
Couve-Flor Gratinada,Risoto de Cogumelos (vegetariano),2
Couve-Flor Gratinada,Bolo de Chocolate Molhado,2
Couve-Flor Gratinada,Sopa de Capeletti,1
Couve-Flor Gratinada,Pudim de Leite Condensado Nestlé,1
Couve-Flor Gratinada,Brigadeirão Cremoso,2
Risoto de Cogumelos (vegetariano),Enroladinho de Salsicha Fácil,1
Risoto de Cogumelos (vegetariano),Bolo de Chocolate Molhado,2
Risoto de Cogumelos (vegetariano),Sopa de Capeletti,1
Risoto de Cogumelos (vegetariano),Pudim de Leite Condensado Nestlé,1
Risoto de Cogumelos (vegetariano),Sopa de Feijão com Macarrão,1
Risoto de Cogumelos (vegetariano),Brigadeirão Cremoso,1
Bolo de Chocolate Molhado,Pudim de Leite Condensado Nestlé,3
Bolo de Chocolate Molhado,Brigadeirão Cremoso,3
Brigadeirão Cremoso,Pudim de Leite Condensado Nestlé,3
Sopa de Feijão com Macarrão,Enroladinho de Salsicha Fácil,1
