Source,Target,Type,Id,Label,Weight
água,Moqueca de Banana-da-Terra,Undirected,116,,1
água,Risoto de Cogumelos (vegetariano),Undirected,117,,1
água,Salada Caesar,Undirected,118,,1
água,Sopa de Feijão com Macarrão,Undirected,119,,1
água,Enroladinho de Salsicha Fácil,Undirected,120,,1
água,Manjar de Coco com Calda de Ameixa,Undirected,121,,1
água,Bolo de Fubá com Compota de Goiaba,Undirected,122,,1
Carne Louca de Festa,miolo de acém,Undirected,123,,1
Carne Louca de Festa,caldo de carne,Undirected,124,,1
Carne Louca de Festa,azeite,Undirected,125,,1
Carne Louca de Festa,pimentão vermelho,Undirected,126,,1
Carne Louca de Festa,pimentão verde,Undirected,127,,1
Carne Louca de Festa,cebola grande,Undirected,128,,1
Carne Louca de Festa,alho,Undirected,129,,1
Carne Louca de Festa,molho de tomate pronto,Undirected,130,,1
caldo de carne,Strogonoff de Carne,Undirected,131,,1
caldo de carne,Sopa de Feijão com Macarrão,Undirected,132,,1
caldo de carne,Sopa de Cebola,Undirected,133,,1
caldo de carne,Sopa de Tomate com Manjericão,Undirected,134,,1
azeite,Maminha na Cerveja Preta,Undirected,135,,1
azeite,Escondidinho com Carne Seca,Undirected,136,,1
azeite,Coxinha de Frango com Catupiri,Undirected,137,,1
azeite,Torta de Frango Gratinada,Undirected,138,,1
azeite,Bobó de Frango,Undirected,139,,1
azeite,Salpicão de Frango,Undirected,140,,1
azeite,Frango à Passarinho de Forno,Undirected,141,,1
azeite,Frango com Quiabo,Undirected,142,,1
azeite,Petisco de Peixe,Undirected,143,,1
azeite,Falsa Bacalhoada,Undirected,144,,1
azeite,Peixe ao Forno com Legumes,Undirected,145,,1
azeite,Filé de Peixe ao Forno,Undirected,146,,1
azeite,Salmão ao Molho de Alcaparras,Undirected,147,,1
azeite,Bobó de Camarão,Undirected,148,,1
azeite,Bacalhoada,Undirected,149,,1
azeite,Lasanha de Berinjela,Undirected,150,,1
azeite,Moqueca de Banana-da-Terra,Undirected,151,,1
azeite,Arroz de Couve-Flor,Undirected,152,,1
azeite,Tofu com Broa,Undirected,153,,1
azeite,Ratatouille no Forno,Undirected,154,,1
azeite,Salada de Grão de Bico e Atum,Undirected,155,,1
azeite,Salada Caesar,Undirected,156,,1
azeite,Salada Colorida,Undirected,157,,1
azeite,Cuscuz Marroquino com Legumes,Undirected,158,,1
azeite,Caldo Verde,Undirected,159,,1
azeite,Sopa de Tomate com Manjericão,Undirected,160,,1
azeite,Coxinha Simples,Undirected,161,,1
pimentão vermelho,Salpicão de Frango,Undirected,162,,1
pimentão vermelho,Frango Xadrez,Undirected,163,,1
pimentão vermelho,Falsa Bacalhoada,Undirected,164,,1
pimentão vermelho,Peixe ao Forno com Legumes,Undirected,165,,1
pimentão vermelho,Bobó de Camarão,Undirected,166,,1
pimentão vermelho,Bacalhoada,Undirected,167,,1
pimentão vermelho,Moqueca de Banana-da-Terra,Undirected,168,,1
pimentão verde,Salpicão de Frango,Undirected,169,,1
pimentão verde,Frango Xadrez,Undirected,170,,1
pimentão verde,Falsa Bacalhoada,Undirected,171,,1
pimentão verde,Moqueca de Banana-da-Terra,Undirected,172,,1
alho,Bife à Parmegiana,Undirected,173,,1
alho,Lombo Assado,Undirected,174,,1
alho,Empadão de Frango,Undirected,175,,1
alho,Torta de Frango Gratinada,Undirected,176,,1
alho,Strogonoff de Frango,Undirected,177,,1
alho,Bobó de Frango,Undirected,178,,1
alho,Fricassê de Frango Fácil,Undirected,179,,1
alho,Empadinha de Frango,Undirected,180,,1
alho,Frango Assado com Batatas (simples),Undirected,181,,1
alho,Frango à Passarinho de Forno,Undirected,182,,1
alho,Frango com Quiabo,Undirected,183,,1
alho,Filé de Peixe ao Forno,Undirected,184,,1
alho,Salmão ao Molho de Alcaparras,Undirected,185,,1
alho,Bobó de Camarão,Undirected,186,,1
alho,Moqueca de Peixe com Pirão,Undirected,187,,1
alho,Quibe de Abóbora,Undirected,188,,1
alho,Moqueca de Banana-da-Terra,Undirected,189,,1
alho,Tofu com Broa,Undirected,190,,1
alho,Ratatouille no Forno,Undirected,191,,1
alho,Salada Caesar,Undirected,192,,1
alho,Sopa de Cebola,Undirected,193,,1
Sanduíche de Rabada,cebola picada,Undirected,194,,1
Sanduíche de Rabada,rabo bovino,Undirected,195,,1
Sanduíche de Rabada,folha de louro,Undirected,196,,1
Sanduíche de Rabada,tomate picado,Undirected,197,,1
Sanduíche de Rabada,alho picado,Undirected,198,,1
Sanduíche de Rabada,salsa,Undirected,199,,1
Sanduíche de Rabada,páprica picante,Undirected,200,,1
Sanduíche de Rabada,queijo,Undirected,201,,1
Sanduíche de Rabada,agrião,Undirected,202,,1
cebola picada,Maminha na Cerveja Preta,Undirected,203,,1
cebola picada,Bife à Parmegiana,Undirected,204,,1
cebola picada,Empadão de Frango,Undirected,205,,1
cebola picada,Lasanha de Frango com Queijo,Undirected,206,,1
cebola picada,Torta de Frango de Liquidificador,Undirected,207,,1
cebola picada,Petisco de Peixe,Undirected,208,,1
cebola picada,Arroz de Couve-Flor,Undirected,209,,1
cebola picada,Salada de Maionese Simples,Undirected,210,,1
cebola picada,Canja de Galinha Nutritiva,Undirected,211,,1
folha de louro,Maminha na Cerveja Preta,Undirected,212,,1
folha de louro,Empadinha de Frango,Undirected,213,,1
folha de louro,Bobó de Camarão,Undirected,214,,1
folha de louro,Bacalhoada,Undirected,215,,1
folha de louro,Feijoada Vegetariana,Undirected,216,,1
folha de louro,Tofu com Broa,Undirected,217,,1
folha de louro,Salada Caesar,Undirected,218,,1
folha de louro,Caldo Verde,Undirected,219,,1
tomate picado,Torta de Frango de Liquidificador,Undirected,220,,1
alho picado,Maminha na Cerveja Preta,Undirected,221,,1
alho picado,Picadinho de Carne Simples,Undirected,222,,1
alho picado,Lasanha de Frango com Queijo,Undirected,223,,1
alho picado,Frango Assado com Laranja,Undirected,224,,1
alho picado,Isca de Peixe,Undirected,225,,1
alho picado,Arroz de Couve-Flor,Undirected,226,,1
salsa,Salada de Grão de Bico e Atum,Undirected,227,,1
queijo,Fricassê de Frango Fácil,Undirected,228,,1
Maminha na Cerveja Preta,maminha,Undirected,229,,1
Maminha na Cerveja Preta,molho de tomate,Undirected,230,,1
Maminha na Cerveja Preta,cerveja preta,Undirected,231,,1
Maminha na Cerveja Preta,creme de cebola,Undirected,232,,1
molho de tomate,Bife à Parmegiana,Undirected,233,,1
molho de tomate,Empadão de Frango,Undirected,234,,1
molho de tomate,Gratinado de Frango,Undirected,235,,1
molho de tomate,Frango Assado com Batatas (simples),Undirected,236,,1
molho de tomate,Peixe ao Forno com Legumes,Undirected,237,,1
molho de tomate,Lasanha de Berinjela,Undirected,238,,1
Costela na Panela de Pressão,costela bovina,Undirected,239,,1
Costela na Panela de Pressão,cebolas em rodelas,Undirected,240,,1
Costela na Panela de Pressão,pimenta-de-cheiro,Undirected,241,,1
Costela na Panela de Pressão,bacon sem pele,Undirected,242,,1
pimenta-de-cheiro,Moqueca de Banana-da-Terra,Undirected,243,,1
Carne Moída Simples,carne moída,Undirected,244,,1
Carne Moída Simples,cebola,Undirected,245,,1
Carne Moída Simples,alho amassado,Undirected,246,,1
Carne Moída Simples,extrato de tomate,Undirected,247,,1
Carne Moída Simples,coentro,Undirected,248,,1
Carne Moída Simples,tempero completo,Undirected,249,,1
carne moída,Esfiha Aberta Tipo Habib's,Undirected,250,,1
cebola,Escondidinho com Carne Seca,Undirected,251,,1
cebola,Lombo Assado,Undirected,252,,1
cebola,Coxinha de Frango com Catupiri,Undirected,253,,1
cebola,Torta de Frango Gratinada,Undirected,254,,1
cebola,Strogonoff de Frango,Undirected,255,,1
cebola,Bobó de Frango,Undirected,256,,1
cebola,Fricassê de Frango Fácil,Undirected,257,,1
cebola,Frango Xadrez,Undirected,258,,1
cebola,Empadinha de Frango,Undirected,259,,1
cebola,Frango com Quiabo,Undirected,260,,1
